Number,Group,Name,Instructor,Year,Semester,Method,School,Faculty,Building,Room,Day,Hour
0321-4410,01,תורת החומר המעובה 2,פרופ' אנדלמן דוד,2017,ב',שיעור,מדעים מדויקים,פיזיקה,פיזיקה-שנקר,222,ג,15:00-18:00
0321-4418,01,סמינר תלמידים באסטרופיזיקה,פרופ' בק-סבטיצקי שרה חיה,2017,א',סמינר,מדעים מדויקים,פיזיקה,אודי.הולצבלט,007,ד,14:00-16:00
0321-4420,01,סמינר מחקרי  באסטרופיזיקה,"פרופ' בק-סבטיצקי שרה חיה
",2017,"ב'
ב'","סמינר
סמינר",מדעים מדויקים,פיזיקה,"אודי.הולצבלט
","007
","ד
ד","14:00-16:00
14:00-16:00"
0321-4444,01,בחינת גמר בתואר שני,,2017,א',בחינת גמר,מדעים מדויקים,פיזיקה,,,,
0321-4444,02,בחינת גמר בתואר שני,,2017,ב',בחינת גמר,מדעים מדויקים,פיזיקה,,,,
0321-4821,01,סמינר תלמידים על-מיתרים (סמ' א),פרופ' עוז ירון,2017,א',סמינר,מדעים מדויקים,פיזיקה,פיזיקה-שנקר,105,ה,13:00-15:00
0321-4822,01,סמינר תלמידים:על מיתרים (סמ' ב),פרופ' עוז ירון,2017,ב',סמינר,מדעים מדויקים,פיזיקה,פיזיקה-שנקר,105,ה,13:00-15:00
0321-4824,01,פיזיקה של ביופולימרים,פרופ' בק ברקאי רועי,2017,ב',שיעור,מדעים מדויקים,פיזיקה,קפלון,118,ה,15:00-18:00
0321-4828,01,פיזיקה מעבר למודל הסטנדרטי,פרופ' וולנסקי תומר,2017,ב',שיעור,מדעים מדויקים,פיזיקה,פיזיקה-שנקר,104,ב,10:00-13:00
0321-4829,01,מכניקה קלאסית מתקדמת,פרופ' איזנברג אליהו,2017,א',שיעור,מדעים מדויקים,פיזיקה,פיזיקה-שנקר,222,ב,14:00-17:00
0321-4838,01,נושאים מתקדמים בתורת השדות הקוונטית לחומר מעובה,פרופ' סלע ערן,2017,ב',שיעור,מדעים מדויקים,פיזיקה,פיזיקה-שנקר,222,ג,09:00-12:00
0321-4839,01,תורת היקום 2 (קוסמולוגיה),פרופ' ברקנא רנן,2017,ב',שיעור,מדעים מדויקים,פיזיקה,קפלון,118,ג,09:00-12:00
0321-4842,01,תורת החלקיקים 1,"פרופ' קרלינר מארק
",2017,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,פיזיקה,"פיזיקה-שנקר
פיזיקה-שנקר","104
204","ג
ד","15:00-17:00
16:00-18:00"
0321-4846,01,תורת החלקיקים 2,"פרופ' וולנסקי תומר
",2017,"א'
א'","שיעור
שיעור",מדעים מדויקים,פיזיקה,"אורנשטיין
קפלון","110
118","ב
ג","13:00-15:00
14:00-16:00"
0321-4849,01,מבוא לאינטראקציה בין אור לחומר,פרופ' סוכובסקי חיים,2017,ב',שיעור,מדעים מדויקים,פיזיקה,פיזיקה-שנקר,222,א,16:00-19:00
0321-4850,01,מצבי צבירה טופולוגיים,פרופ' אילן רוני,2017,ב',שיעור,מדעים מדויקים,פיזיקה,פיזיקה-שנקר,105,ב,16:00-19:00
0321-9999,01,עבודת גמר,,2017,א',עבודת גמר בחוג,מדעים מדויקים,פיזיקה,,,,
0321-9999,02,עבודת גמר,,2017,ב',עבודת גמר בחוג,מדעים מדויקים,פיזיקה,,,,
0341-1200,01,מבוא למדעי האטמוספירה,"פרופ' פרייס קולין
",2017,"ב'
ב'","שיעור ותרגיל
שיעור ותרגיל",מדעים מדויקים,גאופיזיקה,"קפלון
קפלון","118
118","א
ג","11:00-13:00
12:00-14:00"
0341-1201,01,מבוא לגיאולוגיה,"פרופ' מרקו שמואל
",2017,"א'
א'","שיעור
שיעור",מדעים מדויקים,גאופיזיקה,"אודיטו. מלמד
ביה""ס לשפות ווב","006
001","א
ד","18:00-20:00
16:00-18:00"
0341-1203,01,כדור הארץ כפלנטה,"פרופ' פודולק מוריס
",2017,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,גאופיזיקה,"קפלון
אורנשטיין","118
110","ב
ה","16:00-18:00
10:00-12:00"
0341-1206,01,מבוא לגיאופיזיקה,פרופ' רשף משה,2017,ב',שיעור,מדעים מדויקים,גאופיזיקה,קפלון,118,ג,14:00-17:00
0341-2000,01,מעבדת שדה בגיאולוגיה (קמפוס),פרופ' מרקו שמואל,2017,א',פרוייקט,מדעים מדויקים,גאופיזיקה,,,,
0341-2005,01,פיזיקה של האטמוספירה,פרופ' פרייס קולין,2017,א',שיעור ותרגיל,מדעים מדויקים,גאופיזיקה,קפלון,118,א,10:00-12:00
0341-2007,01,מעבדה במדעי כדור הארץ,פרופ' הרניק נילי,2017,ב',שיעור ותרגיל,מדעים מדויקים,גאופיזיקה,קפלון,205,ב,12:00-16:00
0341-2008,01,מבוא לאנליזה נומרית,"פרופ' רשף משה
",2017,"ב'
ב'","שיעור ותרגיל
שיעור ותרגיל",מדעים מדויקים,גאופיזיקה,"אודי.הולצבלט
פיזיקה-שנקר","007
104","א
ג","12:00-15:00
12:00-13:00"
0341-2009,01,מכניקת הרצף - זורמים,"פרופ' חפץ איל
",2017,"א'
א'","שיעור ותרגיל
שיעור ותרגיל",מדעים מדויקים,גאופיזיקה,"קפלון
קפלון","118
118","א
ד","14:00-16:00
14:00-15:00"
0341-2206,01,גיאולוגיה סטרוקטורלית,פרופ' זיו אלון,2017,ב',שיעור ותרגיל,מדעים מדויקים,גאופיזיקה,פיזיקה-שנקר,222,ג,13:00-15:00
0341-2215,01,שיטות פוטנציאל בגיאופיסיקה,"ד""ר אפלבאום לב
",2017,"א'
א'","שיעור ותרגיל
שיעור ותרגיל",מדעים מדויקים,גאופיזיקה,"כיתות דן דוד
פיזיקה-שנקר","204
105","ב
ג","10:00-11:00
13:00-15:00"
0341-2221,01,מבוא לכימיה,"ד""ר לאופר דיאנה
",2017,"ב'
ב'","שיעור ותרגיל
שיעור ותרגיל",מדעים מדויקים,גאופיזיקה,"קפלון
אורנשטיין","118
102","ב
ד","09:00-11:00
17:00-19:00"
0341-2224,01,מבוא לפיזיקת הפלסמה,"ד""ר ישראלביץ פטר
",2017,"א'
א'","שיעור ותרגיל
שיעור ותרגיל",מדעים מדויקים,גאופיזיקה,"קפלון
קפלון","205
205","ג
ד","13:00-15:00
17:00-19:00"
0341-2225,01,מזג אויר חללי,"ד""ר ישראלביץ פטר",2017,ב',שיעור ותרגיל,מדעים מדויקים,גאופיזיקה,קפלון,205,ג,16:00-19:00
0341-2300,01,שיטות חישוביות במדעי כדור הארץ,פרופ' צוקר שי יהושע יצחק,2017,א',שיעור ותרגיל,מדעים מדויקים,גאופיזיקה,קפלון,118,ג,16:00-18:00
0341-2301,01,מכניקה מסלולית בסיסית,"פרופ' צוקר שי יהושע יצחק
",2017,"ב'
ב'","שיעור ותרגיל
שיעור ותרגיל",מדעים מדויקים,גאופיזיקה,"כיתות דן דוד
אורנשטיין","204
102","ה
ה","10:00-11:00
14:00-16:00"
0341-2802,01,אפיקים לאוניברסיטה - כדור הארץ ואנחנו,"פרופ' חפץ איל
",2017,"א'
ב'","פרוייקט
פרוייקט",מדעים מדויקים,גאופיזיקה,"
","
","
","
"
0341-3013,01,תורת האקלים,פרופ' הרניק נילי,2017,ב',שיעור ותרגיל,מדעים מדויקים,גאופיזיקה,קפלון,324,ה,09:00-12:00
0341-3015,01,שיטות חישוביות לגאופיזיקאים,"פרופ' צוקר שי יהושע יצחק

פרופ' צוקר שי יהושע יצחק",2017,"א'
א'
א'","שיעור ותרגיל
שיעור ותרגיל
שיעור ותרגיל",מדעים מדויקים,גאופיזיקה,"קפלון

קפלון","118

118","ג
ג
ג","16:00-18:00
16:00-18:00
18:00-19:00"
0341-3105,01,מכניקת הרצף  - מוצקים,"ד""ר ללוש אריאל",2017,ב',שיעור ותרגיל,מדעים מדויקים,גאופיזיקה,פיזיקה-שנקר,204,ה,16:00-19:00
0341-3205,01,שיטות סייסמיות,פרופ' רשף משה,2017,ב',שיעור ותרגיל,מדעים מדויקים,גאופיזיקה,קפלון,205,ג,09:00-12:00
0341-3207,01,גאודינמיקה,פרופ' זיו אלון,2017,א',שיעור ותרגיל,מדעים מדויקים,גאופיזיקה,קפלון,205,ד,10:00-13:00
0341-3209,01,מטאורולוגיה דינמית,פרופ' חפץ איל,2017,א',שיעור ותרגיל,מדעים מדויקים,גאופיזיקה,כיתות דן דוד,204,ב,14:00-17:00
0341-3211,01,מעבדה במטאורולוגיה סינופטית,"ד""ר זיו ברוך",2017,א',מעבדה,מדעים מדויקים,גאופיזיקה,קפלון,205,ג,09:00-12:00
0341-3214,01,מבוא לעיבוד אותות סייסמיים,פרופ' רשף משה,2017,א',שיעור,מדעים מדויקים,גאופיזיקה,קפלון,205,א,09:00-12:00
0341-3229,01,מבוא למטאורולוגיה דינמית,"פרופ' חפץ איל
",2017,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,גאופיזיקה,"פיזיקה-שנקר
אורנשטיין","204
111","א
ה","11:00-12:00
12:00-14:00"
0341-3245,01,פיזיקה של כוכבים,"פרופ' קובץ-פריאלניק דינה
",2017,"א'
א'","שיעור ותרגיל
שיעור ותרגיל",מדעים מדויקים,גאופיזיקה,"קפלון
קפלון","205
319","א
ד","13:00-15:00
13:00-15:00"
0341-3247,01,מעבדה במדעי כדור הארץ והחלל,פרופ' הרניק נילי,2017,ב',מעבדה,מדעים מדויקים,גאופיזיקה,קפלון,205,א,09:00-11:00
0341-3251,01,מערכת השמש,"פרופ' פודולק מוריס
",2017,"ב'
ב'","שיעור ותרגיל
שיעור ותרגיל",מדעים מדויקים,גאופיזיקה,"קפלון
קפלון","205
205","א
ד","16:00-18:00
16:00-18:00"
0341-3255,01,סימנריון מחלקתי (קולקוויום),פרופ' הרניק נילי,2017,א',קולוקויום,מדעים מדויקים,גאופיזיקה,אודי.הולצבלט,007,ב,11:00-12:00
0341-3256,01,סמינריון מחלקתי (קולקוקוויום),פרופ' הרניק נילי,2017,ב',קולוקויום,מדעים מדויקים,גאופיזיקה,אודי.הולצבלט,007,ב,11:00-12:00
0341-3258,01,סייסמולוגיה של רעידות אדמה,פרופ' זיו אלון,2017,ב',שיעור,מדעים מדויקים,גאופיזיקה,,,א,12:00-15:00
0341-3262,01,מכניקה מסלולית א',"פרופ' צוקר שי יהושע יצחק

",2017,"ב'
ב'
ב'","שיעור ותרגיל
שיעור ותרגיל
שיעור ותרגיל",מדעים מדויקים,גאופיזיקה,"כיתות דן דוד
כיתות דן דוד
אורנשטיין","204
204
102","ה
ה
ה","10:00-11:00
11:00-12:00
14:00-16:00"
0341-4009,01,פיזיקה של שביטים,פרופ' קובץ-פריאלניק דינה,2017,ב',שיעור ותרגיל,מדעים מדויקים,גאופיזיקה,קפלון,205,ג,12:00-15:00
0341-4010,01,התהוות מערכת השמש,פרופ' פודולק מוריס,2017,א',סמינר,מדעים מדויקים,גאופיזיקה,כיתות דן דוד,204,ד,10:00-12:00
0341-4013,01,פיזיקה של פלנטות,פרופ' פודולק מוריס,2017,א',שיעור ותרגיל,מדעים מדויקים,גאופיזיקה,קפלון,324,א,11:00-14:00
0341-4017,01,ס' בפענוח ועיבוד נתונים של סקרים סייסמיים,פרופ' רשף משה,2017,א',סמינר,מדעים מדויקים,גאופיזיקה,קפלון,205,ב,12:00-14:00
0341-4032,01,חישה מרחוק,"ד""ר ישראלביץ פטר
",2017,"א'
א'","שיעור ותרגיל
שיעור ותרגיל",מדעים מדויקים,גאופיזיקה,"קפלון
קפלון","319
205","א
ב","14:00-16:00
15:00-17:00"
0341-4046,01,סכנות טבע - רעידות אדמה והרי געש,"ד""ר ווסט בלוך ג`יל הלל",2017,א',סמינר,מדעים מדויקים,גאופיזיקה,קפלון,205,ב,09:00-11:00
0341-4050,01,גיאופיזיקה שימושית,"ד""ר אפלבאום לב",2017,ב',סמינר,מדעים מדויקים,גאופיזיקה,קפלון,205,א,11:00-12:00
0341-4076,01,גיאולוגיה של המזרח התיכון,פרופ' מרקו שמואל,2017,א',שיעור,מדעים מדויקים,גאופיזיקה,,,ג,09:00-12:00
0341-4082,01,רעידות אדמה בסייסמולוגיה ניסויית,"ד""ר ווסט בלוך ג`יל הלל",2017,ב',שיעור,מדעים מדויקים,גאופיזיקה,פיזיקה-שנקר,105,ג,09:00-11:00
0341-4083,01,שימוש בשיטות גיאופיזיות בארכיאולוגיה,,2017,ב',שיעור,מדעים מדויקים,גאופיזיקה,,,,
0341-4084,01,מכניקה מסלולית מתקדמת,"פרופ' צוקר שי יהושע יצחק
",2017,"א'
א'","שיעור
שיעור",מדעים מדויקים,גאופיזיקה,"שרייבר מתמטיקה
שרייבר מתמטיקה","007
007","ג
ג","12:00-14:00
14:00-15:00"
0341-4086,01,נושאים נבחרים בדינמיקה וסירקולציה של האטמוספירה,פרופ' הרניק נילי,2017,א',סמינר,מדעים מדויקים,גאופיזיקה,קפלון,205,ג,15:00-17:00
0341-4092,01,דיפרקציה סייסמית,פרופ' לנדא יבגני,2017,א',שיעור,מדעים מדויקים,גאופיזיקה,קפלון,205,ד,14:00-17:00
0341-4094,01,עיבוד נתונים סיסמיים מתקדם והדמייה,פרופ' לנדא יבגני,2017,א',שיעור,מדעים מדויקים,גאופיזיקה,קפלון,205,ה,14:00-17:00
0341-4095,01,שריפת צמחייה ואקלים,פרופ' פרייס קולין,2017,א',סמינר,מדעים מדויקים,גאופיזיקה,קפלון,324,ד,12:00-14:00
0341-4210,01,סמינריון מחלקתי (קולקוויום),פרופ' הרניק נילי,2017,א',קולוקויום,מדעים מדויקים,גאופיזיקה,אודי.הולצבלט,007,ב,11:00-12:00
0341-4213,01,סמינריון מחלקתי קולוקויום,פרופ' הרניק נילי,2017,ב',קולוקויום,מדעים מדויקים,גאופיזיקה,אודי.הולצבלט,007,ב,11:00-12:00
0341-4217,01,סמינריון מחלקתי (קולוקוויום),פרופ' הרניק נילי,2017,א',קולוקויום,מדעים מדויקים,גאופיזיקה,אודי.הולצבלט,007,ב,11:00-12:00
0341-4218,01,סמינריון מחלקתי (קולוקוויום),פרופ' הרניק נילי,2017,ב',קולוקויום,מדעים מדויקים,גאופיזיקה,אודי.הולצבלט,007,ב,11:00-12:00
0341-4221,01,סמינר בגאופיזיקה (קולוקוויום),פרופ' רשף משה,2017,ב',סמינר,מדעים מדויקים,גאופיזיקה,קפלון,205,ד,13:00-14:00
0341-4286,01,רעידות אדמה: עקרונות יישומים ומקרי חקר,פרופ' זיו אלון,2017,א',סמינר,מדעים מדויקים,גאופיזיקה,קפלון,205,ה,09:00-12:00
0341-4317,01,מזומטאורולוגיה,פרופ' אלפרט פנחס,2017,א',סמינר,מדעים מדויקים,גאופיזיקה,קפלון,205,ה,12:00-14:00
0341-4320,01,מעבר קרינה,"ד""ר ישראלביץ פטר",2017,ב',שיעור ותרגיל,מדעים מדויקים,גאופיזיקה,אורנשטיין,102,ד,14:00-17:00
0341-4416,01,חשמל אטמוספרי,פרופ' פרייס קולין,2017,ב',שיעור,מדעים מדויקים,גאופיזיקה,קפלון,205,ה,10:00-12:00
0341-8888,01,בחינה על עבודת גמר,,2017,א',בחינת גמר,מדעים מדויקים,גאופיזיקה,,,,
0341-8888,02,בחינה על עבודת גמר,,2017,ב',בחינת גמר,מדעים מדויקים,גאופיזיקה,,,,
0341-9999,01,עבודת גמר,,2017,א',עבודת גמר בחוג,מדעים מדויקים,גאופיזיקה,,,,
0341-9999,02,עבודת גמר,,2017,ב',עבודת גמר בחוג,מדעים מדויקים,גאופיזיקה,,,,
0349-6000,02,עבודה שקילה לתזה,,2017,ב',עבודת גמר בחוג,מדעים מדויקים,גאוגרפיה וסביבת האדם,,,,
0349-6001,02,בחינת גמר שקילה,,2017,ב',בחינת גמר,מדעים מדויקים,גאוגרפיה וסביבת האדם,,,,
0351-1100,01,תכנות,"ד""ר נתנאלי דביר",2017,ב',שיעור,מדעים מדויקים,כימיה,שרייבר מתמטיקה,006,ה,10:00-12:00
0351-1100,02,תכנות,מר גפט צבי גרגורי,2017,ב',תרגיל,מדעים מדויקים,כימיה,שרייבר מתמטיקה,007,א,11:00-12:00
0351-1105,01,כימיה כללית 1,"פרופ' גולדבורט אמיר
",2017,"א'
א'","שיעור
שיעור",מדעים מדויקים,כימיה,"אודיטור' דאך
אודיטור' דאך","005
005","א
ד","15:00-18:00
08:00-10:00"
0351-1105,02,כימיה כללית 1,גב' שרים הילה,2017,א',תרגיל,מדעים מדויקים,כימיה,אורנשטיין,111,ד,12:00-14:00
0351-1105,03,כימיה כללית 1,גב' בכר-בק מיטל,2017,א',תרגיל,מדעים מדויקים,כימיה,פיזיקה-שנקר,204,ד,12:00-14:00
0351-1105,04,כימיה כללית 1,מר אדמון תמיר,2017,א',תרגיל,מדעים מדויקים,כימיה,אודי.הולצבלט,007,ד,12:00-14:00
0351-1105,05,כימיה כללית 1,גב' סגל אשר מירב,2017,א',תרגיל,מדעים מדויקים,כימיה,אורנשטיין,102,ד,12:00-14:00
0351-1105,92,כימיה כללית 1,,2017,ב',שיעור,מדעים מדויקים,כימיה,,,,
